Date,Price,Open,High,Low,Vol.,Change %
18-Mar-20,"2,398.10","2,436.50","2,453.57","2,280.52",-,-5.18%
17-Mar-20,"2,529.19","2,425.66","2,553.93","2,367.04",-,6.00%
16-Mar-20,"2,386.13","2,508.59","2,562.98","2,380.94",-,-11.98%
13-Mar-20,"2,711.02","2,569.99","2,711.33","2,492.37",-,9.29%
12-Mar-20,"2,480.64","2,630.86","2,660.95","2,478.86",-,-9.51%
11-Mar-20,"2,741.38","2,825.60","2,825.60","2,707.22",-,-4.89%
10-Mar-20,"2,882.23","2,813.48","2,882.59","2,734.00",-,4.94%
09-Mar-20,"2,746.56","2,863.89","2,863.89","2,734.43",-,-7.60%
06-Mar-20,"2,972.37","2,954.20","2,985.93","2,901.54",-,-1.71%
05-Mar-20,"3,023.94","3,075.70","3,083.04","2,999.83",-,-3.39%
04-Mar-20,"3,130.12","3,045.75","3,130.97","3,034.38",-,4.22%
03-Mar-20,"3,003.37","3,096.46","3,136.72","2,976.63",-,-2.81%
02-Mar-20,"3,090.23","2,974.28","3,090.96","2,945.19",-,4.60%
28-Feb-20,"2,954.22","2,916.90","2,959.72","2,855.84",-,-0.82%
27-Feb-20,"2,978.76","3,062.54","3,097.07","2,977.39",-,-4.42%
26-Feb-20,"3,116.39","3,139.90","3,182.51","3,108.99",-,-0.38%
25-Feb-20,"3,128.21","3,238.94","3,246.99","3,118.77",-,-3.03%
24-Feb-20,"3,225.89","3,257.61","3,259.81","3,214.65",-,-3.35%
21-Feb-20,"3,337.75","3,360.50","3,360.76","3,328.45",-,-1.05%
20-Feb-20,"3,373.23","3,380.45","3,389.15","3,341.02",-,-0.38%
19-Feb-20,"3,386.15","3,380.39","3,393.52","3,378.83",-,0.47%
18-Feb-20,"3,370.29","3,369.04","3,375.01","3,355.61",-,-0.29%
14-Feb-20,"3,380.16","3,378.08","3,380.69","3,366.15",-,0.18%
13-Feb-20,"3,373.94","3,365.90","3,385.09","3,360.52",-,-0.16%
12-Feb-20,"3,379.45","3,370.50","3,381.47","3,369.72",-,0.65%
11-Feb-20,"3,357.75","3,365.87","3,375.63","3,352.72",-,0.17%
10-Feb-20,"3,352.09","3,318.28","3,352.26","3,317.77",-,0.73%
07-Feb-20,"3,327.71","3,335.54","3,341.42","3,322.12",-,-0.54%
06-Feb-20,"3,345.78","3,344.92","3,347.96","3,334.39",-,0.33%
05-Feb-20,"3,334.69","3,324.91","3,337.58","3,313.75",-,1.13%
04-Feb-20,"3,297.59","3,280.61","3,306.92","3,280.61",-,1.50%
03-Feb-20,"3,248.92","3,235.66","3,268.44","3,235.66",-,0.73%
31-Jan-20,"3,225.52","3,282.33","3,282.33","3,214.68",-,-1.77%
30-Jan-20,"3,283.66","3,256.45","3,285.91","3,242.80",-,0.31%
29-Jan-20,"3,273.40","3,289.46","3,293.47","3,271.89",-,-0.09%
28-Jan-20,"3,276.24","3,255.35","3,285.78","3,253.22",-,1.01%
27-Jan-20,"3,243.63","3,247.16","3,258.85","3,234.50",-,-1.57%
24-Jan-20,"3,295.47","3,333.10","3,333.18","3,281.53",-,-0.90%
23-Jan-20,"3,325.54","3,315.77","3,326.88","3,301.87",-,0.11%
22-Jan-20,"3,321.75","3,330.02","3,337.77","3,320.04",-,0.03%
21-Jan-20,"3,320.79","3,321.03","3,329.79","3,316.61",-,-0.27%
17-Jan-20,"3,329.62","3,323.66","3,329.88","3,318.86",-,0.39%
16-Jan-20,"3,316.81","3,302.97","3,317.11","3,302.82",-,0.84%
15-Jan-20,"3,289.29","3,282.27","3,298.66","3,280.69",-,0.19%
14-Jan-20,"3,283.15","3,285.35","3,294.25","3,277.19",-,-0.15%
13-Jan-20,"3,288.13","3,271.13","3,288.13","3,268.43",-,0.70%
10-Jan-20,"3,265.35","3,281.81","3,282.99","3,260.86",-,-0.29%
09-Jan-20,"3,274.70","3,266.03","3,275.58","3,263.67",-,0.67%
08-Jan-20,"3,253.05","3,238.59","3,267.07","3,236.67",-,0.49%
07-Jan-20,"3,237.18","3,241.86","3,244.91","3,232.43",-,-0.28%
06-Jan-20,"3,246.28","3,217.55","3,246.84","3,214.64",-,0.35%
03-Jan-20,"3,234.85","3,226.36","3,246.15","3,222.34",-,-0.71%
02-Jan-20,"3,257.85","3,244.67","3,258.14","3,235.53",-,0.84%
31-Dec-19,"3,230.78","3,215.18","3,231.72","3,212.03",-,0.29%
30-Dec-19,"3,221.29","3,240.09","3,240.92","3,216.57",-,-0.58%
27-Dec-19,"3,240.02","3,247.23","3,247.93","3,234.37",-,0.00%
26-Dec-19,"3,239.91","3,227.20","3,240.08","3,227.20",-,0.51%
24-Dec-19,"3,223.38","3,225.45","3,226.43","3,220.51",-,-0.02%
23-Dec-19,"3,224.01","3,226.05","3,227.78","3,222.30",-,0.09%
20-Dec-19,"3,221.22","3,223.33","3,225.65","3,216.03",-,0.49%
19-Dec-19,"3,205.37","3,192.32","3,205.48","3,192.32",-,0.45%
18-Dec-19,"3,191.14","3,195.21","3,198.48","3,191.14",-,-0.04%
17-Dec-19,"3,192.52","3,195.40","3,198.22","3,191.03",-,0.03%
16-Dec-19,"3,191.45","3,183.63","3,197.71","3,183.63",-,0.71%
13-Dec-19,"3,168.80","3,166.65","3,182.68","3,156.51",-,0.01%
12-Dec-19,"3,168.57","3,141.23","3,176.28","3,138.47",-,0.86%
11-Dec-19,"3,141.63","3,135.75","3,143.98","3,133.21",-,0.29%
10-Dec-19,"3,132.52","3,135.36","3,142.12","3,126.09",-,-0.11%
09-Dec-19,"3,135.96","3,141.86","3,148.87","3,135.46",-,-0.32%
06-Dec-19,"3,145.91","3,134.62","3,150.60","3,134.62",-,0.91%
05-Dec-19,"3,117.43","3,119.21","3,119.45","3,103.76",-,0.15%
04-Dec-19,"3,112.76","3,103.50","3,119.38","3,102.53",-,0.63%
03-Dec-19,"3,093.20","3,087.41","3,094.97","3,070.33",-,-0.66%
02-Dec-19,"3,113.87","3,143.85","3,144.31","3,110.78",-,-0.86%
29-Nov-19,"3,140.98","3,147.18","3,150.30","3,139.34",-,-0.40%
27-Nov-19,"3,153.63","3,145.49","3,154.26","3,143.41",-,0.42%
26-Nov-19,"3,140.52","3,134.85","3,142.69","3,131.00",-,0.22%
25-Nov-19,"3,133.64","3,117.44","3,133.83","3,117.44",-,0.75%
22-Nov-19,"3,110.29","3,111.41","3,112.87","3,099.26",-,0.22%
21-Nov-19,"3,103.54","3,108.49","3,110.11","3,094.55",-,-0.16%
20-Nov-19,"3,108.46","3,114.66","3,118.97","3,091.41",-,-0.38%
19-Nov-19,"3,120.18","3,127.45","3,127.64","3,113.47",-,-0.06%
18-Nov-19,"3,122.03","3,117.91","3,124.17","3,112.06",-,0.05%
15-Nov-19,"3,120.46","3,107.92","3,120.46","3,104.60",-,0.77%
14-Nov-19,"3,096.63","3,090.75","3,098.20","3,083.26",-,0.08%
13-Nov-19,"3,094.04","3,084.18","3,098.06","3,078.80",-,0.07%
12-Nov-19,"3,091.84","3,089.28","3,102.61","3,084.73",-,0.16%
11-Nov-19,"3,087.01","3,080.33","3,088.33","3,075.82",-,-0.20%
08-Nov-19,"3,093.08","3,081.25","3,093.09","3,073.58",-,0.26%
07-Nov-19,"3,085.18","3,087.02","3,097.77","3,080.23",-,0.27%
06-Nov-19,"3,076.78","3,075.10","3,078.34","3,065.89",-,0.07%
05-Nov-19,"3,074.62","3,080.80","3,083.95","3,072.15",-,-0.12%
04-Nov-19,"3,078.27","3,078.96","3,085.20","3,074.87",-,0.37%
01-Nov-19,"3,066.91","3,050.72","3,066.95","3,050.72",-,0.97%
31-Oct-19,"3,037.56","3,046.90","3,046.90","3,023.19",-,-0.30%
30-Oct-19,"3,046.77","3,039.74","3,050.10","3,025.96",-,0.33%
29-Oct-19,"3,036.89","3,035.39","3,047.87","3,034.81",-,-0.08%
28-Oct-19,"3,039.42","3,032.12","3,044.08","3,032.12",-,0.56%
25-Oct-19,"3,022.55","3,003.32","3,027.39","3,001.94",-,0.41%
24-Oct-19,"3,010.29","3,014.78","3,016.07","3,000.42",-,0.19%
23-Oct-19,"3,004.52","2,994.01","3,004.78","2,991.21",-,0.28%
22-Oct-19,"2,995.99","3,010.73","3,014.57","2,995.04",-,-0.36%
21-Oct-19,"3,006.72","2,996.48","3,007.33","2,995.35",-,0.69%
18-Oct-19,"2,986.20","2,996.84","3,000.00","2,976.31",-,-0.39%
17-Oct-19,"2,997.95","3,000.77","3,008.29","2,991.79",-,0.28%
16-Oct-19,"2,989.69","2,989.68","2,997.54","2,985.20",-,-0.20%
15-Oct-19,"2,995.68","2,973.61","3,003.28","2,973.61",-,1.00%
14-Oct-19,"2,966.15","2,965.81","2,972.84","2,962.94",-,-0.14%
11-Oct-19,"2,970.27","2,963.07","2,993.28","2,963.07",-,1.09%
10-Oct-19,"2,938.13","2,918.55","2,948.46","2,917.12",-,0.64%
09-Oct-19,"2,919.40","2,911.10","2,929.32","2,907.41",-,0.91%
08-Oct-19,"2,893.06","2,920.40","2,925.47","2,892.66",-,-1.56%
07-Oct-19,"2,938.79","2,944.23","2,959.75","2,935.68",-,-0.45%
04-Oct-19,"2,952.01","2,918.56","2,953.74","2,918.56",-,1.42%
03-Oct-19,"2,910.63","2,885.38","2,911.13","2,855.94",-,0.80%
02-Oct-19,"2,887.61","2,924.78","2,924.78","2,874.93",-,-1.79%
01-Oct-19,"2,940.25","2,983.69","2,992.53","2,938.70",-,-1.23%
30-Sep-19,"2,976.74","2,967.07","2,983.85","2,967.07",-,0.50%
27-Sep-19,"2,961.79","2,985.47","2,987.31","2,945.53",-,-0.53%
26-Sep-19,"2,977.62","2,985.73","2,987.28","2,963.71",-,-0.24%
25-Sep-19,"2,984.87","2,968.35","2,989.82","2,952.86",-,0.62%
24-Sep-19,"2,966.60","3,002.43","3,007.98","2,957.73",-,-0.84%
23-Sep-19,"2,991.78","2,983.50","2,999.15","2,982.23",-,-0.01%
20-Sep-19,"2,992.07","3,008.42","3,016.37","2,984.68",-,-0.49%
19-Sep-19,"3,006.79","3,010.36","3,021.99","3,003.16",-,0.00%
18-Sep-19,"3,006.73","3,001.50","3,007.83","2,978.57",-,0.03%
17-Sep-19,"3,005.70","2,995.67","3,006.21","2,993.73",-,0.26%
16-Sep-19,"2,997.96","2,996.41","3,002.19","2,990.67",-,-0.31%
13-Sep-19,"3,007.39","3,012.21","3,017.33","3,002.90",-,-0.07%
12-Sep-19,"3,009.57","3,009.08","3,020.74","3,000.92",-,0.29%
11-Sep-19,"3,000.93","2,981.41","3,000.93","2,975.31",-,0.72%
10-Sep-19,"2,979.39","2,971.01","2,979.39","2,957.01",-,0.03%
09-Sep-19,"2,978.43","2,988.43","2,989.43","2,969.39",-,-0.01%
06-Sep-19,"2,978.71","2,980.33","2,985.03","2,972.51",-,0.09%
05-Sep-19,"2,976.00","2,960.60","2,985.86","2,960.60",-,1.30%
04-Sep-19,"2,937.78","2,924.67","2,938.84","2,921.86",-,1.08%
03-Sep-19,"2,906.27","2,909.01","2,914.39","2,891.85",-,-0.69%
30-Aug-19,"2,926.46","2,937.09","2,940.43","2,913.32",-,0.06%
29-Aug-19,"2,924.58","2,910.37","2,930.50","2,905.67",-,1.27%
28-Aug-19,"2,887.94","2,861.28","2,890.03","2,853.05",-,0.65%
27-Aug-19,"2,869.16","2,893.14","2,898.79","2,860.59",-,-0.32%
26-Aug-19,"2,878.38","2,866.70","2,879.27","2,856.00",-,1.10%
23-Aug-19,"2,847.11","2,911.07","2,927.01","2,834.97",-,-2.59%
22-Aug-19,"2,922.95","2,930.94","2,939.08","2,904.51",-,-0.05%
21-Aug-19,"2,924.43","2,922.04","2,928.73","2,917.91",-,0.82%
20-Aug-19,"2,900.51","2,919.01","2,923.63","2,899.60",-,-0.79%
19-Aug-19,"2,923.65","2,913.48","2,931.00","2,913.48",-,1.21%
16-Aug-19,"2,888.68","2,864.74","2,893.63","2,864.74",-,1.44%
15-Aug-19,"2,847.60","2,846.20","2,856.67","2,825.51",-,0.25%
14-Aug-19,"2,840.60","2,894.15","2,894.15","2,839.64",-,-2.93%
13-Aug-19,"2,926.32","2,880.72","2,943.31","2,877.05",-,1.48%
12-Aug-19,"2,883.75","2,907.07","2,907.58","2,873.14",-,-1.20%
09-Aug-19,"2,918.65","2,930.51","2,935.75","2,900.15",-,-0.66%
08-Aug-19,"2,938.09","2,896.21","2,938.72","2,894.47",-,1.88%
07-Aug-19,"2,883.98","2,858.65","2,892.17","2,825.71",-,0.08%
06-Aug-19,"2,881.77","2,861.18","2,884.40","2,847.42",-,1.30%
05-Aug-19,"2,844.74","2,898.07","2,898.07","2,822.12",-,-2.98%
02-Aug-19,"2,932.05","2,943.90","2,945.50","2,914.11",-,-0.73%
01-Aug-19,"2,953.56","2,980.32","3,013.59","2,945.23",-,-0.90%
31-Jul-19,"2,980.38","3,016.22","3,017.40","2,958.08",-,-1.09%
30-Jul-19,"3,013.18","3,007.66","3,017.19","3,000.94",-,-0.26%
29-Jul-19,"3,020.97","3,024.47","3,025.61","3,014.30",-,-0.16%
26-Jul-19,"3,025.86","3,013.25","3,027.98","3,012.59",-,0.74%
25-Jul-19,"3,003.67","3,016.26","3,016.31","2,997.24",-,-0.53%
24-Jul-19,"3,019.56","2,998.77","3,019.59","2,996.82",-,0.47%
23-Jul-19,"3,005.47","2,994.74","3,005.90","2,988.56",-,0.68%
22-Jul-19,"2,985.03","2,981.93","2,990.71","2,976.65",-,0.28%
19-Jul-19,"2,976.61","3,004.26","3,006.02","2,975.86",-,-0.62%
18-Jul-19,"2,995.11","2,978.87","2,998.28","2,973.09",-,0.36%
17-Jul-19,"2,984.42","3,005.10","3,005.26","2,984.25",-,-0.65%
16-Jul-19,"3,004.04","3,012.13","3,015.02","3,001.15",-,-0.34%
15-Jul-19,"3,014.30","3,017.80","3,017.80","3,008.77",-,0.02%
12-Jul-19,"3,013.77","3,003.36","3,013.92","3,001.87",-,0.46%
11-Jul-19,"2,999.91","2,999.62","3,002.33","2,988.80",-,0.23%
10-Jul-19,"2,993.07","2,989.30","3,002.98","2,984.62",-,0.45%
09-Jul-19,"2,979.63","2,965.52","2,981.90","2,963.44",-,0.12%
08-Jul-19,"2,975.95","2,979.77","2,980.76","2,970.09",-,-0.48%
05-Jul-19,"2,990.41","2,984.25","2,994.03","2,967.97",-,-0.18%
03-Jul-19,"2,995.82","2,978.08","2,995.84","2,977.96",-,0.77%
02-Jul-19,"2,973.01","2,964.66","2,973.21","2,955.92",-,0.29%
01-Jul-19,"2,964.33","2,971.41","2,977.93","2,952.22",-,0.77%
28-Jun-19,"2,941.76","2,932.94","2,943.98","2,929.05",-,0.58%
27-Jun-19,"2,924.92","2,919.66","2,929.30","2,918.57",-,0.38%
26-Jun-19,"2,913.78","2,926.07","2,932.59","2,912.99",-,-0.12%
25-Jun-19,"2,917.38","2,945.78","2,946.52","2,916.01",-,-0.95%
24-Jun-19,"2,945.35","2,951.42","2,954.92","2,944.05",-,-0.17%
21-Jun-19,"2,950.46","2,952.71","2,964.15","2,946.87",-,-0.13%
20-Jun-19,"2,954.18","2,949.60","2,958.06","2,931.50",-,0.95%
19-Jun-19,"2,926.46","2,920.55","2,931.74","2,911.43",-,0.30%
18-Jun-19,"2,917.75","2,906.71","2,930.79","2,905.44",-,0.97%
17-Jun-19,"2,889.67","2,889.75","2,897.27","2,887.30",-,0.09%
14-Jun-19,"2,886.98","2,886.82","2,894.45","2,879.62",-,-0.16%
13-Jun-19,"2,891.64","2,886.24","2,895.24","2,881.99",-,0.41%
12-Jun-19,"2,879.84","2,882.73","2,888.57","2,874.68",-,-0.20%
11-Jun-19,"2,885.72","2,903.27","2,910.61","2,878.53",-,-0.03%
10-Jun-19,"2,886.73","2,885.83","2,904.77","2,885.51",-,0.47%
07-Jun-19,"2,873.34","2,852.87","2,884.97","2,852.87",-,1.05%
06-Jun-19,"2,843.49","2,828.51","2,852.10","2,822.45",-,0.61%
05-Jun-19,"2,826.15","2,818.09","2,827.28","2,800.92",-,0.82%
04-Jun-19,"2,803.27","2,762.64","2,804.49","2,762.64",-,2.14%
03-Jun-19,"2,744.45","2,751.53","2,763.07","2,728.81",-,-0.28%
31-May-19,"2,752.06","2,766.15","2,768.98","2,750.52",-,-1.32%
30-May-19,"2,788.86","2,786.94","2,799.00","2,776.74",-,0.21%
29-May-19,"2,783.02","2,790.25","2,792.03","2,766.06",-,-0.69%
28-May-19,"2,802.39","2,830.03","2,840.51","2,801.58",-,-0.84%
24-May-19,"2,826.06","2,832.41","2,841.36","2,820.19",-,0.14%
23-May-19,"2,822.24","2,836.70","2,836.70","2,805.49",-,-1.19%
22-May-19,"2,856.27","2,856.06","2,865.47","2,851.11",-,-0.28%
21-May-19,"2,864.36","2,854.02","2,868.88","2,854.02",-,0.85%
20-May-19,"2,840.23","2,841.94","2,853.86","2,831.29",-,-0.67%
17-May-19,"2,859.53","2,858.60","2,885.48","2,854.23",-,-0.58%
16-May-19,"2,876.32","2,855.80","2,892.15","2,855.80",-,0.89%
15-May-19,"2,850.96","2,820.38","2,858.68","2,815.08",-,0.58%
14-May-19,"2,834.41","2,820.12","2,852.54","2,820.12",-,0.80%
13-May-19,"2,811.87","2,840.19","2,840.19","2,801.43",-,-2.41%
10-May-19,"2,881.40","2,863.10","2,891.31","2,825.39",-,0.37%
09-May-19,"2,870.72","2,859.84","2,875.97","2,836.40",-,-0.30%
08-May-19,"2,879.42","2,879.61","2,897.96","2,873.28",-,-0.16%
07-May-19,"2,884.05","2,913.03","2,913.03","2,862.60",-,-1.65%
06-May-19,"2,932.47","2,908.89","2,937.32","2,898.21",-,-0.45%
03-May-19,"2,945.64","2,929.21","2,947.85","2,929.21",-,0.96%
02-May-19,"2,917.52","2,922.16","2,931.68","2,900.50",-,-0.21%
01-May-19,"2,923.73","2,952.33","2,954.13","2,923.36",-,-0.75%
30-Apr-19,"2,945.83","2,937.14","2,948.22","2,924.11",-,0.10%
29-Apr-19,"2,943.03","2,940.58","2,949.52","2,939.35",-,0.11%
26-Apr-19,"2,939.88","2,925.81","2,939.88","2,917.56",-,0.47%
25-Apr-19,"2,926.17","2,928.99","2,933.10","2,912.84",-,-0.04%
24-Apr-19,"2,927.25","2,934.00","2,936.83","2,926.05",-,-0.22%
23-Apr-19,"2,933.68","2,909.99","2,936.31","2,908.53",-,0.88%
22-Apr-19,"2,907.97","2,898.78","2,909.51","2,896.35",-,0.10%
18-Apr-19,"2,905.03","2,904.81","2,908.40","2,891.90",-,0.16%
17-Apr-19,"2,900.45","2,916.04","2,918.00","2,895.45",-,-0.23%
16-Apr-19,"2,907.06","2,912.26","2,916.06","2,900.71",-,0.05%
15-Apr-19,"2,905.58","2,908.32","2,909.60","2,896.48",-,-0.06%
12-Apr-19,"2,907.41","2,900.86","2,910.54","2,898.37",-,0.66%
11-Apr-19,"2,888.32","2,891.92","2,893.42","2,881.99",-,0.00%
10-Apr-19,"2,888.21","2,881.37","2,889.71","2,879.13",-,0.35%
09-Apr-19,"2,878.20","2,886.58","2,886.88","2,873.33",-,-0.61%
08-Apr-19,"2,895.77","2,888.46","2,895.95","2,880.78",-,0.10%
05-Apr-19,"2,892.74","2,884.16","2,893.24","2,882.99",-,0.46%
04-Apr-19,"2,879.39","2,873.99","2,881.28","2,867.14",-,0.21%
03-Apr-19,"2,873.40","2,876.09","2,885.25","2,865.17",-,0.21%
02-Apr-19,"2,867.24","2,868.24","2,872.90","2,858.75",-,0.00%
01-Apr-19,"2,867.19","2,848.63","2,869.40","2,848.63",-,1.16%
29-Mar-19,"2,834.40","2,828.27","2,836.03","2,819.23",-,0.67%
28-Mar-19,"2,815.44","2,809.40","2,819.71","2,798.77",-,0.36%
27-Mar-19,"2,805.37","2,819.72","2,825.56","2,787.72",-,-0.46%
26-Mar-19,"2,818.46","2,812.66","2,829.87","2,803.99",-,0.72%
25-Mar-19,"2,798.36","2,796.01","2,809.79","2,785.02",-,-0.08%
22-Mar-19,"2,800.71","2,844.52","2,846.16","2,800.47",-,-1.90%
21-Mar-19,"2,854.88","2,819.72","2,860.31","2,817.38",-,1.09%
20-Mar-19,"2,824.23","2,831.34","2,843.54","2,812.43",-,-0.29%
19-Mar-19,"2,832.57","2,840.76","2,852.42","2,823.27",-,-0.01%
18-Mar-19,"2,832.94","2,822.61","2,835.41","2,821.99",-,0.37%
15-Mar-19,"2,822.48","2,810.79","2,830.73","2,810.79",-,0.50%
14-Mar-19,"2,808.48","2,810.38","2,815.00","2,803.46",-,-0.09%
13-Mar-19,"2,810.92","2,799.78","2,821.24","2,799.78",-,0.69%
12-Mar-19,"2,791.52","2,787.34","2,798.32","2,786.73",-,0.30%
11-Mar-19,"2,783.30","2,747.61","2,784.00","2,747.61",-,1.47%
08-Mar-19,"2,743.07","2,730.79","2,744.13","2,722.27",-,-0.21%
07-Mar-19,"2,748.93","2,766.53","2,767.25","2,739.09",-,-0.81%
